entidad,relacion,objetos,pregunta,respuestas,obtenido_de,respuestas_aliases
Diego «el Cigala»,Premio recibido,['Anexo:Premios Ondas 2003'],Contesta la siguiente pregunta: ¿Qué premio recibió Diego «el Cigala»?,['Anexo:Premios Ondas 2003'],['republica_dominicana'],[[]]
Diosdado Cabello,Premio recibido,"['Orden del Libertador', 'Orden Francisco de Miranda']",Contesta la siguiente pregunta: ¿Qué premio recibió Diosdado Cabello?,"['Orden del Libertador', 'Orden Francisco de Miranda']","['venezuela', 'venezuela']","[[], []]"
Dolores Fonzi,Premio recibido,['Premio Gaudi a La Mejor Actriz Secundaria'],Contesta la siguiente pregunta: ¿Qué premio recibió Dolores Fonzi?,['Premio Gaudi a La Mejor Actriz Secundaria'],['argentina'],[[]]
Dolores del Río,Premio recibido,"['Anexo:Premio Ariel de Oro', 'Premio Ariel a mejor actriz', 'Estrella del Paseo de la Fama de Hollywood']",Contesta la siguiente pregunta: ¿Qué premio recibió Dolores del Río?,"['Anexo:Premio Ariel de Oro', 'Premio Ariel a mejor actriz', 'Estrella del Paseo de la Fama de Hollywood']","['mexico', 'mexico', 'mexico']","[['Anexo:Ariel de Oro', 'Ariel de Oro'], ['Premio Ariel a mejor actriz', 'Anexo:Ariel a Mejor Actriz'], []]"
Domingo Cavallo,Premio recibido,"['Gran Cruz de la Orden El Sol del Perú', 'doctor honoris causa de la Universidad de París-I']",Contesta la siguiente pregunta: ¿Qué premio recibió Domingo Cavallo?,"['Gran Cruz de la Orden El Sol del Perú', 'doctor honoris causa de la Universidad de París-I']","['argentina', 'argentina']","[['Gran Cruz de la Orden del Sol', 'Gran Cruz de la Orden El Sol del Peru'], []]"
Dora Alonso,Premio recibido,"['Premio Casa de las Américas', 'Premio Nacional de Literatura de Cuba', 'Premio Casa de las Américas de Novela']",Contesta la siguiente pregunta: ¿Qué premio recibió Dora Alonso?,"['Premio Casa de las Américas', 'Premio Nacional de Literatura de Cuba', 'Premio Casa de las Américas de Novela']","['cuba', 'cuba', 'cuba']","[['Premio Casa de las Americas', 'Premio de Casa de las Americas', 'Premio de Casa de las Américas', 'Premio Literario Casa de las Americas', 'Premio Literario Casa de las Américas'], [], []]"
Dora Boyd de Pérez Balladares,Premio recibido,['Gran Cruz de la Orden de Isabel la Católica'],Contesta la siguiente pregunta: ¿Qué premio recibió Dora Boyd de Pérez Balladares?,['Gran Cruz de la Orden de Isabel la Católica'],['panama'],"[['Gran Cruz de Isabel la Católica', 'Banda de Dama de la Orden de Isabel la Católica', 'Caballero gran cruz de la Orden de Isabel la Católica', 'Gran Cruz de la Real Orden de Isabel la Católica']]"
Dora María Téllez,Premio recibido,"['Premio René Cassin', 'doctorado honoris causa por la Universidad Sorbona Nueva-París 3']",Contesta la siguiente pregunta: ¿Qué premio recibió Dora María Téllez?,"['Premio René Cassin', 'doctorado honoris causa por la Universidad Sorbona Nueva-París 3']","['nicaragua', 'nicaragua']","[['Premio Rene Cassin', 'René Cassin Saria'], []]"
Doris Gibson,Premio recibido,"['Gran Oficial de la Orden El Sol del Perú', 'Orden al Mérito de la Mujer']",Contesta la siguiente pregunta: ¿Qué premio recibió Doris Gibson?,"['Gran Oficial de la Orden El Sol del Perú', 'Orden al Mérito de la Mujer']","['peru', 'peru']","[[], []]"
Dorothy E. Denning,Premio recibido,"['National Cyber Security Hall of Fame', 'ACM Fellow', 'Premio Ada Lovelace']",Contesta la siguiente pregunta: ¿Qué premio recibió Dorothy E. Denning?,"['National Cyber Security Hall of Fame', 'ACM Fellow', 'Premio Ada Lovelace']","['usa', 'usa', 'usa']","[[], [], []]"
Dorothy Kazel,Premio recibido,['Salón de la Fama de las mujeres de Ohio'],Contesta la siguiente pregunta: ¿Qué premio recibió Dorothy Kazel?,['Salón de la Fama de las mujeres de Ohio'],['el_salvador'],[[]]
Douglas Shearer,Premio recibido,"['Óscar científico o técnico', 'Óscar al mejor sonido', 'Paseo de la Fama de Canadá', 'Óscar a los mejores efectos especiales']",Contesta la siguiente pregunta: ¿Qué premio recibió Douglas Shearer?,"['Óscar científico o técnico', 'Óscar al mejor sonido', 'Paseo de la Fama de Canadá', 'Óscar a los mejores efectos especiales']","['usa', 'usa', 'usa', 'usa']","[['Óscar científico o técnico', 'Premio al logro científico o tecnico de la Academy of Motion Picture Arts and Sciences'], ['Óscar al mejor sonido', 'Anexo:Oscar al mejor sonido'], ['Paseo de la Fama de Canada'], []]"
Dr. Atl,Premio recibido,"['Medalla Belisario Domínguez', 'Premio Nacional de Ciencias y Artes']",Contesta la siguiente pregunta: ¿Qué premio recibió Dr. Atl?,"['Medalla Belisario Domínguez', 'Premio Nacional de Ciencias y Artes']","['mexico', 'mexico']","[['Medalla Belisario Dominguez', 'Medalla Belisario Domínguez del Senado de la República'], []]"
Dulce María Loynaz,Premio recibido,"['Premio Miguel de Cervantes', 'Medalla Pro Ecclesia et Pontifice', 'Premio Nacional de Literatura de Cuba', 'Orden de Carlos Manuel de Céspedes', 'Orden al Mérito Docente y Cultural Gabriela Mistral', 'caballero de la Orden de Isabel la Católica', 'Cruz de la Orden Civil de Alfonso X el Sabio']",Contesta la siguiente pregunta: ¿Qué premio recibió Dulce María Loynaz?,"['Premio Miguel de Cervantes', 'Medalla Pro Ecclesia et Pontifice', 'Premio Nacional de Literatura de Cuba', 'Orden de Carlos Manuel de Céspedes', 'Orden al Mérito Docente y Cultural Gabriela Mistral', 'caballero de la Orden de Isabel la Católica', 'Cruz de la Orden Civil de Alfonso X el Sabio']","['cuba', 'cuba', 'cuba', 'cuba', 'cuba', 'cuba', 'cuba']","[['Cervantes', 'Premio Cervantes', 'Premios Cervantes'], ['Medalla Pro Ecclesia et Pontifice'], [], ['Orden de Carlos Manuel de Céspedes'], ['Orden al Mérito Docente y Cultural Gabriela Mistral'], ['Caballero de Isabel la Católica', 'Cruz de la Orden de Isabel la Católica'], ['Cruz de Alfonso X el Sabio', 'Cruz de la Orden de Alfonso X el Sabio']]"
Dwayne Johnson,Premio recibido,"['Salón de la fama de Wrestling Observer Newsletter', 'Teen Choice Awards', 'Estrella del Paseo de la Fama de Hollywood']",Contesta la siguiente pregunta: ¿Qué premio recibió Dwayne Johnson?,"['Salón de la fama de Wrestling Observer Newsletter', 'Teen Choice Awards', 'Estrella del Paseo de la Fama de Hollywood']","['usa', 'usa', 'usa']","[[], ['Premio Teen Choice', 'Premios Teen Choice', 'Premios Teen Choice Awards', 'Teen Choice'], []]"
Eddy Herrera,Premio recibido,['Premio Grammy Latino al Mejor Album Merengue/Bachata'],Contesta la siguiente pregunta: ¿Qué premio recibió Eddy Herrera?,['Premio Grammy Latino al Mejor Album Merengue/Bachata'],['republica_dominicana'],[[]]
Edgar Negret,Premio recibido,['Beca Guggenheim'],Contesta la siguiente pregunta: ¿Qué premio recibió Edgar Negret?,['Beca Guggenheim'],['colombia'],[['Guggenheim Fellowship']]
Edgar Rentería,Premio recibido,['Guante de Oro'],Contesta la siguiente pregunta: ¿Qué premio recibió Edgar Rentería?,['Guante de Oro'],['colombia'],[[]]
Edgardo Carlos Suárez Mallagray,Premio recibido,['Gran Cruz de la Orden de Isabel la Católica'],Contesta la siguiente pregunta: ¿Qué premio recibió Edgardo Carlos Suárez Mallagray?,['Gran Cruz de la Orden de Isabel la Católica'],['el_salvador'],"[['Gran Cruz de la Orden de Isabel la Católica', 'Banda de Dama de la Orden de Isabel la Católica']]"
Edith Noeding,Premio recibido,['Laureles Deportivos del Perú'],Contesta la siguiente pregunta: ¿Qué premio recibió Edith Noeding?,['Laureles Deportivos del Perú'],['peru'],[[]]
Edmund H. Hansen,Premio recibido,"['Óscar al mejor sonido', 'Óscar a los mejores efectos especiales']",Contesta la siguiente pregunta: ¿Qué premio recibió Edmund H. Hansen?,"['Óscar al mejor sonido', 'Óscar a los mejores efectos especiales']","['usa', 'usa']","[['Óscar al mejor sonido', 'Anexo:Oscar al mejor sonido'], []]"
Edna Iturralde,Premio recibido,"['Premios Internacionales del libro latino', 'Premio Cervantes Chico']",Contesta la siguiente pregunta: ¿Qué premio recibió Edna Iturralde?,"['Premios Internacionales del libro latino', 'Premio Cervantes Chico']","['ecuador', 'ecuador']","[[], []]"
Eduardo Bähr,Premio recibido,['Brassavola de oro'],Contesta la siguiente pregunta: ¿Qué premio recibió Eduardo Bähr?,['Brassavola de oro'],['honduras'],[[]]
Eduardo Caballero Calderón,Premio recibido,['Premio Nadal'],Contesta la siguiente pregunta: ¿Qué premio recibió Eduardo Caballero Calderón?,['Premio Nadal'],['venezuela'],[[]]
Eduardo Carrasco Pirard,Premio recibido,['caballero de las Artes y las Letras'],Contesta la siguiente pregunta: ¿Qué premio recibió Eduardo Carrasco Pirard?,['caballero de las Artes y las Letras'],['chile'],[[]]
Eduardo Kingman,Premio recibido,['Premio Eugenio Espejo'],Contesta la siguiente pregunta: ¿Qué premio recibió Eduardo Kingman?,['Premio Eugenio Espejo'],['ecuador'],[['Premio Nacional Eugenio Espejo']]
Eduardo López de Romaña,Premio recibido,['Gran Cruz del Mérito Naval con distintivo blanco'],Contesta la siguiente pregunta: ¿Qué premio recibió Eduardo López de Romaña?,['Gran Cruz del Mérito Naval con distintivo blanco'],['peru'],"[['Gran Cruz del Mérito Naval con distintivo blanco', 'Gran Cruz de la Orden del Mérito Naval con distintivo blanco', 'Gran Cruz de la Orden del Mérito Naval, con distintivo blanco']]"
Eduardo Mallea,Premio recibido,['Gran Premio de Honor de la SADE'],Contesta la siguiente pregunta: ¿Qué premio recibió Eduardo Mallea?,['Gran Premio de Honor de la SADE'],['argentina'],[['Gran Premio de Honor de la SADE']]
Eduardo Montealegre,Premio recibido,['Orden Nacional José Matías Delgado'],Contesta la siguiente pregunta: ¿Qué premio recibió Eduardo Montealegre?,['Orden Nacional José Matías Delgado'],['nicaragua'],"[['Orden Nacional José Matías Delgado', 'Orden Jose Matias Delgado', 'Orden José Matías Delgado']]"
Eduardo Santos,Premio recibido,['Premio María Moors Cabot'],Contesta la siguiente pregunta: ¿Qué premio recibió Eduardo Santos?,['Premio María Moors Cabot'],['colombia'],[['Premio Maria Moors Cabot']]
Eduardo Stein,Premio recibido,"['Orden José Cecilio del Valle', 'Orden de Vasco Núñez de Balboa', 'Gran Cruz de la Orden de Isabel la Católica', 'Gran Cruz de la Orden El Sol del Perú', 'Banda de la Orden Mexicana del Águila Azteca']",Contesta la siguiente pregunta: ¿Qué premio recibió Eduardo Stein?,"['Orden José Cecilio del Valle', 'Orden de Vasco Núñez de Balboa', 'Gran Cruz de la Orden de Isabel la Católica', 'Gran Cruz de la Orden El Sol del Perú', 'Banda de la Orden Mexicana del Águila Azteca']","['guatemala', 'guatemala', 'guatemala', 'guatemala', 'guatemala']","[['Orden José Cecilio del Valle'], [], ['Gran Cruz de la Orden de Isabel la Católica', 'Banda de Dama de la Orden de Isabel la Católica'], ['Gran Cruz de la Orden del Sol', 'Gran Cruz de la Orden El Sol del Peru'], []]"
Ejército de los Estados Unidos,premio recibido,['Silver Anvil Award'],Contesta la siguiente pregunta: ¿Qué premio recibió Ejército de los Estados Unidos?,['Silver Anvil Award'],['usa'],[[]]
Elena Garro,Premio recibido,"['Premio Xavier Villaurrutia', 'Premio Bellas Artes de Narrativa Colima para Obra Publicada']",Contesta la siguiente pregunta: ¿Qué premio recibió Elena Garro?,"['Premio Xavier Villaurrutia', 'Premio Bellas Artes de Narrativa Colima para Obra Publicada']","['mexico', 'mexico']","[['Premio Xavier Villaurrutia', 'Premio Xavier Villaurrutia de Escritores'], []]"
Elena Poniatowska,Premio recibido,"['Premio María Moors Cabot', 'Premio Miguel de Cervantes', 'Premio Nacional de Ciencias y Artes', 'Premio Rómulo Gallegos', 'Premio Alfaguara de Novela', 'Beca Guggenheim', 'Premio Carlos Fuentes', 'Premio Nacional de Periodismo de México', 'Premio Nacional de Literatura ""José Fuentes Mares""', 'Caballero de la Orden Nacional de la Legión de Honor', 'doctor honoris causa', 'doctor honoris causa por la Universidad Complutense de Madrid', 'doctorado honoris causa por la Universidad Nacional Autónoma de México', 'doctor honoris causa de la Universidad de París-VIII', 'doctorado honoris causa por la Universidad de Pau y de los Países del Adour', 'IWMF Lifetime Achievement Award', 'Escritor/a Gallego/a Universal']",Contesta la siguiente pregunta: ¿Qué premio recibió Elena Poniatowska?,"['Premio María Moors Cabot', 'Premio Miguel de Cervantes', 'Premio Nacional de Ciencias y Artes', 'Premio Rómulo Gallegos', 'Premio Alfaguara de Novela', 'Beca Guggenheim', 'Premio Carlos Fuentes', 'Premio Nacional de Periodismo de México', 'Premio Nacional de Literatura ""José Fuentes Mares""', 'Caballero de la Orden Nacional de la Legión de Honor', 'doctor honoris causa', 'doctor honoris causa por la Universidad Complutense de Madrid', 'doctorado honoris causa por la Universidad Nacional Autónoma de México', 'doctor honoris causa de la Universidad de París-VIII', 'doctorado honoris causa por la Universidad de Pau y de los Países del Adour', 'IWMF Lifetime Achievement Award', 'Escritor/a Gallego/a Universal']","['mexico', 'mexico', 'mexico', 'mexico', 'mexico', 'mexico', 'mexico', 'mexico', 'mexico', 'mexico', 'mexico', 'mexico', 'mexico', 'mexico', 'mexico', 'mexico', 'mexico']","[['Premio Maria Moors Cabot'], ['Cervantes', 'Premio Cervantes', 'Premios Cervantes'], [], ['Premio Rómulo Gallegos'], [], ['Guggenheim Fellowship'], ['Premio Internacional Carlos Fuentes a la Creación Literaria en Idioma Español'], ['Premio Nacional de Periodismo de Mexico'], [], ['Caballero de la Orden Nacional de la Legión de Honor', 'Dama de la Legión de Honor'], ['doctora honoris causa', 'doctorado honorario', 'doctorado honorifico'], [], ['doctorado honoris causa', 'honoris causa'], [], [], [], []]"
Eliot Spitzer,Premio recibido,['Financial Times Person of the Year'],Contesta la siguiente pregunta: ¿Qué premio recibió Eliot Spitzer?,['Financial Times Person of the Year'],['usa'],[[]]
Eliseo Verón,Premio recibido,['Beca Guggenheim'],Contesta la siguiente pregunta: ¿Qué premio recibió Eliseo Verón?,['Beca Guggenheim'],['argentina'],[['Guggenheim Fellowship']]
Elizabeth Catlett,Premio recibido,"['honorary degree from Spelman College', 'Premio Caucus', 'Candace Award']",Contesta la siguiente pregunta: ¿Qué premio recibió Elizabeth Catlett?,"['honorary degree from Spelman College', 'Premio Caucus', 'Candace Award']","['mexico', 'mexico', 'mexico']","[[], [], []]"
Elizabeth Odio Benito,Premio recibido,"['La Galería de las Mujeres de Costa Rica', 'doctor honoris causa por la Universidad Complutense de Madrid']",Contesta la siguiente pregunta: ¿Qué premio recibió Elizabeth Odio Benito?,"['La Galería de las Mujeres de Costa Rica', 'doctor honoris causa por la Universidad Complutense de Madrid']","['costa_rica', 'costa_rica']","[[], []]"
Ella Fitzgerald,Premio recibido,"['Medalla Presidencial de la Libertad', 'NEA Jazz Masters', 'Premio Grammy a la carrera artística', 'Premio Kennedy Center Honors', 'Medalla Nacional de las Artes', 'Salón Nacional de la Fama de Mujeres', 'caballero de las Artes y las Letras', 'Estrella del Paseo de la Fama de Hollywood', 'Los Angeles Times Women of the Year Silver Cup', 'doctor honoris causa por la Universidad de Princeton', 'Hasty Pudding Woman of the Year']",Contesta la siguiente pregunta: ¿Qué premio recibió Ella Fitzgerald?,"['Medalla Presidencial de la Libertad', 'NEA Jazz Masters', 'Premio Grammy a la carrera artística', 'Premio Kennedy Center Honors', 'Medalla Nacional de las Artes', 'Salón Nacional de la Fama de Mujeres', 'caballero de las Artes y las Letras', 'Estrella del Paseo de la Fama de Hollywood', 'Los Angeles Times Women of the Year Silver Cup', 'doctor honoris causa por la Universidad de Princeton', 'Hasty Pudding Woman of the Year']","['usa', 'usa', 'usa', 'usa', 'usa', 'usa', 'usa', 'usa', 'usa', 'usa', 'usa']","[['Medalla Presidencial de la Libertad', 'Presidential Medal of Freedom'], [], ['Anexo:Premio Grammy a la carrera artística'], ['Kennedy Center Honors', 'Premio Kennedy'], [], [], [], [], [], [], []]"
Elsa Kelly,Premio recibido,"['Premio Konex', 'Personalidad Destacada de la Ciudad de Buenos Aires']",Contesta la siguiente pregunta: ¿Qué premio recibió Elsa Kelly?,"['Premio Konex', 'Personalidad Destacada de la Ciudad de Buenos Aires']","['argentina', 'argentina']","[['Premio Kónex', 'Premios Konex'], ['Personalidad destacada de la Ciudad Autónoma de Buenos Aires']]"
Elsie Alvarado de Ricord,Premio recibido,['Grand Officer of Order of Manuel Amador Guerrero'],Contesta la siguiente pregunta: ¿Qué premio recibió Elsie Alvarado de Ricord?,['Grand Officer of Order of Manuel Amador Guerrero'],['panama'],[[]]
Elías Figueroa,Premio recibido,['Premio al mejor deportista de Chile'],Contesta la siguiente pregunta: ¿Qué premio recibió Elías Figueroa?,['Premio al mejor deportista de Chile'],['chile'],[[]]
Emil Hassler,Premio recibido,['honoris causa'],Contesta la siguiente pregunta: ¿Qué premio recibió Emil Hassler?,['honoris causa'],['paraguay'],"[['título honorífico', 'h.c.', 'titulo honorifico']]"
Emilio Estefan,Premio recibido,"['Medalla Presidencial de la Libertad', 'Gershwin Prize', 'Premio Grammy latino por productor del año', 'Persona del Año de La Academia Latina de la Grabación', 'Estrella del Paseo de la Fama de Hollywood', 'Pabellón de la Fama de los Compositores Latinos', 'Premio Billboard Latino a la Trayectoria Artística', 'Premio Lo Nuestro a la Excelencia', 'honorary doctor of the University of Miami']",Contesta la siguiente pregunta: ¿Qué premio recibió Emilio Estefan?,"['Medalla Presidencial de la Libertad', 'Gershwin Prize', 'Premio Grammy latino por productor del año', 'Persona del Año de La Academia Latina de la Grabación', 'Estrella del Paseo de la Fama de Hollywood', 'Pabellón de la Fama de los Compositores Latinos', 'Premio Billboard Latino a la Trayectoria Artística', 'Premio Lo Nuestro a la Excelencia', 'honorary doctor of the University of Miami']","['cuba', 'cuba', 'cuba', 'cuba', 'cuba', 'cuba', 'cuba', 'cuba', 'cuba']","[['Medalla Presidencial de la Libertad', 'Presidential Medal of Freedom'], [], [], [], [], ['Pabellón de la Fama de los Compositores Latinos', 'Salón de la Fama de los Compositores Latinos'], [], [], []]"
Emilio Álvarez Montalván,Premio recibido,"[""Orden de Bernardo O'Higgins""]",Contesta la siguiente pregunta: ¿Qué premio recibió Emilio Álvarez Montalván?,"[""Orden de Bernardo O'Higgins""]",['nicaragua'],"[[""Orden de Bernardo O'Higgins""]]"
Emily Dickinson,Premio recibido,['Salón Nacional de la Fama de Mujeres'],Contesta la siguiente pregunta: ¿Qué premio recibió Emily Dickinson?,['Salón Nacional de la Fama de Mujeres'],['usa'],[[]]
Eminem,Premio recibido,"['Salón de la Fama del Rock', 'premio Grammy al mejor álbum rap', 'premio Grammy a la mejor interpretación rapera melódica', 'Óscar a la mejor canción original']",Contesta la siguiente pregunta: ¿Qué premio recibió Eminem?,"['Salón de la Fama del Rock', 'premio Grammy al mejor álbum rap', 'premio Grammy a la mejor interpretación rapera melódica', 'Óscar a la mejor canción original']","['usa', 'usa', 'usa', 'usa']","[['Rock & Roll Hall of Fame', 'Salon de la Fama del Rock', 'The Rock and Roll Hall of Fame'], ['premio Grammy al mejor álbum rap'], ['Anexo:Premio Grammy a la mejor interpretación rapera melódica'], ['Óscar a la mejor canción original']]"
Emmanuel,Premio recibido,"['Premio Grammy Latino a la Excelencia Musical', 'Premio Billboard Latino a la Trayectoria Artística', 'Premio Lo Nuestro a la Excelencia', 'Premio Billboard Espiritu de la Esperanza']",Contesta la siguiente pregunta: ¿Qué premio recibió Emmanuel?,"['Premio Grammy Latino a la Excelencia Musical', 'Premio Billboard Latino a la Trayectoria Artística', 'Premio Lo Nuestro a la Excelencia', 'Premio Billboard Espiritu de la Esperanza']","['mexico', 'mexico', 'mexico', 'mexico']","[[], [], [], []]"
Ener Julio,Premio recibido,['WBO World Junior Welterweight Champion'],Contesta la siguiente pregunta: ¿Qué premio recibió Ener Julio?,['WBO World Junior Welterweight Champion'],['colombia'],[[]]
Enrique Bolaños Geyer,Premio recibido,"['Orden de la Estrella Brillante', 'Orden de la Independencia Cultural Rubén Darío', 'Medalla de Servicio por la Democracia', 'Gran Cruz con Collar de la Orden de la Rosa Blanca de Finlandia']",Contesta la siguiente pregunta: ¿Qué premio recibió Enrique Bolaños Geyer?,"['Orden de la Estrella Brillante', 'Orden de la Independencia Cultural Rubén Darío', 'Medalla de Servicio por la Democracia', 'Gran Cruz con Collar de la Orden de la Rosa Blanca de Finlandia']","['nicaragua', 'nicaragua', 'nicaragua', 'nicaragua']","[[], ['Orden de la Independencia Cultural Ruben Dario'], [], []]"
Enrique Ciriani,Premio recibido,"['Premio de la Escuadra de Plata', 'Gran premio nacional de arquitectura', 'Premio de la Academia de Arquitectura de Francia', 'Caballero de la Orden Nacional de la Legión de Honor', 'comendador de las Artes y las Letras']",Contesta la siguiente pregunta: ¿Qué premio recibió Enrique Ciriani?,"['Premio de la Escuadra de Plata', 'Gran premio nacional de arquitectura', 'Premio de la Academia de Arquitectura de Francia', 'Caballero de la Orden Nacional de la Legión de Honor', 'comendador de las Artes y las Letras']","['peru', 'peru', 'peru', 'peru', 'peru']","[[""Prix de l'Equerre d'argent"", ""Prix de l'Équerre d'Argent""], [], ['Médaille d’or de l’Académie d’architecture', 'Premio de la Académie d’architecture de Francia'], ['Caballero de la Orden Nacional de la Legión de Honor', 'Orden Nacional de la Legión de Honor'], []]"
Enrique González Martínez,Premio recibido,['doctorado honoris causa por la Universidad Nacional Autónoma de México'],Contesta la siguiente pregunta: ¿Qué premio recibió Enrique González Martínez?,['doctorado honoris causa por la Universidad Nacional Autónoma de México'],['mexico'],"[['doctorado honoris causa', 'honoris causa']]"
Enrique Peralta Azurdia,Premio recibido,['Gran Cruz del Mérito Militar con distintivo blanco'],Contesta la siguiente pregunta: ¿Qué premio recibió Enrique Peralta Azurdia?,['Gran Cruz del Mérito Militar con distintivo blanco'],['guatemala'],"[['Cruz al Mérito Militar', 'Gran Cruz de la Orden del Mérito Militar', 'Gran Cruz de la Orden del Mérito Militar, con distintivo blanco', 'Gran Cruz del Mérito Militar, con distintivo blanco']]"
Enrique Peña Nieto,Premio recibido,"['Orden Nacional Juan Mora Fernández', 'Orden de Abdulaziz al Saud', 'Orden de Mubarak el Grande', 'Orden del Elefante', 'Orden al Mérito de la República Italiana', 'Orden del Quetzal', 'Gran Cruz de la Orden Nacional de la Legión de Honor', 'Caballero de Gran Cruz con collar de la Orden al Mérito de la República Italiana', 'Collar de la Orden de Isabel la Católica', 'gran collar de la orden del Infante Don Enrique', 'Caballero del collar de la Orden de Carlos III', 'Gran Collar de la Orden Nacional de la Cruz del Sur', 'Gran Cruz con Collar de la Orden de la Rosa Blanca de Finlandia', 'Gran Cruz con Diamantes de la Orden del Sol del Perú', 'Global Citizen Awards', 'Medalla de la República Oriental del Uruguay', 'Gran Cruz de la Orden del Baño']",Contesta la siguiente pregunta: ¿Qué premio recibió Enrique Peña Nieto?,"['Orden Nacional Juan Mora Fernández', 'Orden de Abdulaziz al Saud', 'Orden de Mubarak el Grande', 'Orden del Elefante', 'Orden al Mérito de la República Italiana', 'Orden del Quetzal', 'Gran Cruz de la Orden Nacional de la Legión de Honor', 'Caballero de Gran Cruz con collar de la Orden al Mérito de la República Italiana', 'Collar de la Orden de Isabel la Católica', 'gran collar de la orden del Infante Don Enrique', 'Caballero del collar de la Orden de Carlos III', 'Gran Collar de la Orden Nacional de la Cruz del Sur', 'Gran Cruz con Collar de la Orden de la Rosa Blanca de Finlandia', 'Gran Cruz con Diamantes de la Orden del Sol del Perú', 'Global Citizen Awards', 'Medalla de la República Oriental del Uruguay', 'Gran Cruz de la Orden del Baño']","['mexico', 'mexico', 'mexico', 'mexico', 'mexico', 'mexico', 'mexico', 'mexico', 'mexico', 'mexico', 'mexico', 'mexico', 'mexico', 'mexico', 'mexico', 'mexico', 'mexico']","[['Orden Nacional Juan Mora Fernandez'], [], [], [], ['Orden al Mérito de la República Italiana', 'Orden del Mérito de Italia'], [], ['Gran Cruz de la Legion de Honor', 'Gran Cruz de la Orden de la Legión de Honor'], ['Caballero de Gran Cruz con collar de la Orden al Mérito de la República Italiana', 'Dama de Gran Cruz con collar de la Orden al Mérito de la República Italiana'], ['Collar de la Orden de Isabel la Católica', 'collar de la Orden de Isabel la Católica'], [], ['Collar de la Orden de Carlos III', 'Collar de la Real y Distinguida Orden de Carlos III', 'Collar de la Real y Muy Distinguida Orden de Carlos III'], [], [], ['Gran Cruz con Diamantes de la Orden El Sol del Peru'], [], ['Medalla de la República Oriental del Uruguay'], []]"
Enrique Santos Montejo,Premio recibido,['Premio María Moors Cabot'],Contesta la siguiente pregunta: ¿Qué premio recibió Enrique Santos Montejo?,['Premio María Moors Cabot'],['colombia'],[['Premio Maria Moors Cabot']]
Enrique Silva Cimma,Premio recibido,"['Gran Cruz de la Orden del Infante Don Enrique', 'Gran Cruz de la Orden El Sol del Perú']",Contesta la siguiente pregunta: ¿Qué premio recibió Enrique Silva Cimma?,"['Gran Cruz de la Orden del Infante Don Enrique', 'Gran Cruz de la Orden El Sol del Perú']","['chile', 'chile']","[[], ['Gran Cruz de la Orden del Sol', 'Gran Cruz de la Orden El Sol del Peru']]"
Enrique de Marchena,Premio recibido,"['Cruz federal de la República de Alemania al mérito', 'Gran Cruz de la Orden de Isabel la Católica', 'Gran Cruz de la Orden Civil de Alfonso X el Sabio']",Contesta la siguiente pregunta: ¿Qué premio recibió Enrique de Marchena?,"['Cruz federal de la República de Alemania al mérito', 'Gran Cruz de la Orden de Isabel la Católica', 'Gran Cruz de la Orden Civil de Alfonso X el Sabio']","['republica_dominicana', 'republica_dominicana', 'republica_dominicana']","[['Cruz federal de la Republica de Alemania al merito', 'Gran Cruz (1ª clase) de la Orden del Mérito de la República Federal de Alemania', 'Gran Cruz de la Orden del Mérito de la República Federal de Alemania'], ['Gran Cruz de la Orden de Isabel la Católica', 'Gran Cruz de la Real Orden de Isabel la Católica'], ['Gran Cruz de Alfonso X el Sabio', 'Gran Cruz de la Orden Civil de Alfonso X el Sabio']]"
Enrique del Moral,Premio recibido,"['Premio Nacional de Ciencias y Artes', 'doctorado honoris causa por la Universidad Nacional Autónoma de México']",Contesta la siguiente pregunta: ¿Qué premio recibió Enrique del Moral?,"['Premio Nacional de Ciencias y Artes', 'doctorado honoris causa por la Universidad Nacional Autónoma de México']","['mexico', 'mexico']","[[], ['doctorado honoris causa', 'honoris causa']]"
Eric Barba,Premio recibido,['Óscar a los mejores efectos visuales'],Contesta la siguiente pregunta: ¿Qué premio recibió Eric Barba?,['Óscar a los mejores efectos visuales'],['usa'],"[['Óscar a los mejores efectos visuales', 'Anexo:Oscar a los mejores efectos visuales']]"
Erick Aybar,Premio recibido,['Guante de Oro'],Contesta la siguiente pregunta: ¿Qué premio recibió Erick Aybar?,['Guante de Oro'],['republica_dominicana'],[[]]
Erika Ender,Premio recibido,"['Premio Grammy Latino a la canción del año', 'Pabellón de la Fama de los Compositores Latinos', 'Leading Ladies of Entertainment']",Contesta la siguiente pregunta: ¿Qué premio recibió Erika Ender?,"['Premio Grammy Latino a la canción del año', 'Pabellón de la Fama de los Compositores Latinos', 'Leading Ladies of Entertainment']","['panama', 'panama', 'panama']","[[], ['Pabellón de la Fama de los Compositores Latinos', 'Salón de la Fama de los Compositores Latinos'], []]"
